year,quarter,date,newspapers,mood,detrending,val
1943,4,1943 Q4,without Washington Post,neutral,3rd-order polynomial,98.95691227974135
1944,1,1944 Q1,without Washington Post,neutral,3rd-order polynomial,99.34200159238097
1944,2,1944 Q2,without Washington Post,neutral,3rd-order polynomial,99.04992278797356
1944,3,1944 Q3,without Washington Post,neutral,3rd-order polynomial,98.79772827955
1944,4,1944 Q4,without Washington Post,neutral,3rd-order polynomial,99.64257856094406
1945,1,1945 Q1,without Washington Post,neutral,3rd-order polynomial,99.26369465298033
1945,2,1945 Q2,without Washington Post,neutral,3rd-order polynomial,99.49921086286133
1945,3,1945 Q3,without Washington Post,neutral,3rd-order polynomial,99.25740357938062
1945,4,1945 Q4,without Washington Post,neutral,3rd-order polynomial,99.56270180450463
1946,1,1946 Q1,without Washington Post,neutral,3rd-order polynomial,99.37486584912352
1946,2,1946 Q2,without Washington Post,neutral,3rd-order polynomial,99.33874190307182
1946,3,1946 Q3,without Washington Post,neutral,3rd-order polynomial,98.95210624011855
1946,4,1946 Q4,without Washington Post,neutral,3rd-order polynomial,98.83687896217464
1947,1,1947 Q1,without Washington Post,neutral,3rd-order polynomial,99.80442037170849
1947,2,1947 Q2,without Washington Post,neutral,3rd-order polynomial,99.64788283641681
1947,3,1947 Q3,without Washington Post,neutral,3rd-order polynomial,99.79462143469169
1947,4,1947 Q4,without Washington Post,neutral,3rd-order polynomial,100.04413388841026
1948,1,1948 Q1,without Washington Post,neutral,3rd-order polynomial,99.6042215201751
1948,2,1948 Q2,without Washington Post,neutral,3rd-order polynomial,99.36960742269198
1948,3,1948 Q3,without Washington Post,neutral,3rd-order polynomial,99.44727254355836
1948,4,1948 Q4,without Washington Post,neutral,3rd-order polynomial,99.62011215454642
1949,1,1949 Q1,without Washington Post,neutral,3rd-order polynomial,99.71964209357795
1949,2,1949 Q2,without Washington Post,neutral,3rd-order polynomial,99.31916710275121
1949,3,1949 Q3,without Washington Post,neutral,3rd-order polynomial,99.74901161491421
1949,4,1949 Q4,without Washington Post,neutral,3rd-order polynomial,99.18636859978231
1950,1,1950 Q1,without Washington Post,neutral,3rd-order polynomial,99.4942338508743
1950,2,1950 Q2,without Washington Post,neutral,3rd-order polynomial,99.18230968888513
1950,3,1950 Q3,without Washington Post,neutral,3rd-order polynomial,99.12248291487505
1950,4,1950 Q4,without Washington Post,neutral,3rd-order polynomial,99.31729047285978
1951,1,1951 Q1,without Washington Post,neutral,3rd-order polynomial,99.46433530331961
1951,2,1951 Q2,without Washington Post,neutral,3rd-order polynomial,99.09849009873881
1951,3,1951 Q3,without Washington Post,neutral,3rd-order polynomial,99.09744952077571
1951,4,1951 Q4,without Washington Post,neutral,3rd-order polynomial,99.20741258259966
1952,1,1952 Q1,without Washington Post,neutral,3rd-order polynomial,99.21631953869424
1952,2,1952 Q2,without Washington Post,neutral,3rd-order polynomial,99.05948369092246
1952,3,1952 Q3,without Washington Post,neutral,3rd-order polynomial,99.33048558052235
1952,4,1952 Q4,without Washington Post,neutral,3rd-order polynomial,98.75936434535684
1953,1,1953 Q1,without Washington Post,neutral,3rd-order polynomial,99.38821404536675
1953,2,1953 Q2,without Washington Post,neutral,3rd-order polynomial,99.49578936718643
1953,3,1953 Q3,without Washington Post,neutral,3rd-order polynomial,99.12947760715734
1953,4,1953 Q4,without Washington Post,neutral,3rd-order polynomial,99.28315829049704
1954,1,1954 Q1,without Washington Post,neutral,3rd-order polynomial,99.77404334059527
1954,2,1954 Q2,without Washington Post,neutral,3rd-order polynomial,99.25967353076821
1954,3,1954 Q3,without Washington Post,neutral,3rd-order polynomial,99.13533218313731
1954,4,1954 Q4,without Washington Post,neutral,3rd-order polynomial,99.1934416571504
1955,1,1955 Q1,without Washington Post,neutral,3rd-order polynomial,99.35227721411974
1955,2,1955 Q2,without Washington Post,neutral,3rd-order polynomial,98.923523022127
1955,3,1955 Q3,without Washington Post,neutral,3rd-order polynomial,99.04216095129793
1955,4,1955 Q4,without Washington Post,neutral,3rd-order polynomial,99.12647931037802
1956,1,1956 Q1,without Washington Post,neutral,3rd-order polynomial,99.65063491336201
1956,2,1956 Q2,without Washington Post,neutral,3rd-order polynomial,99.06890554377333
1956,3,1956 Q3,without Washington Post,neutral,3rd-order polynomial,98.95617771311511
1956,4,1956 Q4,without Washington Post,neutral,3rd-order polynomial,99.05930781671182
1957,1,1957 Q1,without Washington Post,neutral,3rd-order polynomial,99.15471687025419
1957,2,1957 Q2,without Washington Post,neutral,3rd-order polynomial,99.24279557943052
1957,3,1957 Q3,without Washington Post,neutral,3rd-order polynomial,99.2378544971649
1957,4,1957 Q4,without Washington Post,neutral,3rd-order polynomial,99.19207387062427
1958,1,1958 Q1,without Washington Post,neutral,3rd-order polynomial,99.38326619500512
1958,2,1958 Q2,without Washington Post,neutral,3rd-order polynomial,99.17783813392936
1958,3,1958 Q3,without Washington Post,neutral,3rd-order polynomial,99.01411205309294
1958,4,1958 Q4,without Washington Post,neutral,3rd-order polynomial,99.33950867269213
1959,1,1959 Q1,without Washington Post,neutral,3rd-order polynomial,99.65984158542115
1959,2,1959 Q2,without Washington Post,neutral,3rd-order polynomial,99.40877581342514
1959,3,1959 Q3,without Washington Post,neutral,3rd-order polynomial,99.1596080266771
1959,4,1959 Q4,without Washington Post,neutral,3rd-order polynomial,99.49247541355925
1960,1,1960 Q1,without Washington Post,neutral,3rd-order polynomial,99.31830701526259
1960,2,1960 Q2,without Washington Post,neutral,3rd-order polynomial,99.16923187884774
1960,3,1960 Q3,without Washington Post,neutral,3rd-order polynomial,98.92864590942361
1960,4,1960 Q4,without Washington Post,neutral,3rd-order polynomial,99.48110634268296
1961,1,1961 Q1,without Washington Post,neutral,3rd-order polynomial,99.43779343538874
1961,2,1961 Q2,without Washington Post,neutral,3rd-order polynomial,99.3976203836126
1961,3,1961 Q3,without Washington Post,neutral,3rd-order polynomial,99.31279100334106
1961,4,1961 Q4,without Washington Post,neutral,3rd-order polynomial,99.41084966600863
1962,1,1962 Q1,without Washington Post,neutral,3rd-order polynomial,99.78356391796098
1962,2,1962 Q2,without Washington Post,neutral,3rd-order polynomial,99.71104538539588
1962,3,1962 Q3,without Washington Post,neutral,3rd-order polynomial,99.53654808018115
1962,4,1962 Q4,without Washington Post,neutral,3rd-order polynomial,99.64846526051578
1963,1,1963 Q1,without Washington Post,neutral,3rd-order polynomial,99.82090965748935
1963,2,1963 Q2,without Washington Post,neutral,3rd-order polynomial,99.37685475137418
1963,3,1963 Q3,without Washington Post,neutral,3rd-order polynomial,99.05160861099625
1963,4,1963 Q4,without Washington Post,neutral,3rd-order polynomial,99.36245960182958
1964,1,1964 Q1,without Washington Post,neutral,3rd-order polynomial,99.37723511803433
1964,2,1964 Q2,without Washington Post,neutral,3rd-order polynomial,99.22706129543454
1964,3,1964 Q3,without Washington Post,neutral,3rd-order polynomial,99.1780578775749
1964,4,1964 Q4,without Washington Post,neutral,3rd-order polynomial,99.30900528415432
1965,1,1965 Q1,without Washington Post,neutral,3rd-order polynomial,99.70590031974892
1965,2,1965 Q2,without Washington Post,neutral,3rd-order polynomial,99.19944121358145
1965,3,1965 Q3,without Washington Post,neutral,3rd-order polynomial,99.21191946590261
1965,4,1965 Q4,without Washington Post,neutral,3rd-order polynomial,99.53251534163063
1966,1,1966 Q1,without Washington Post,neutral,3rd-order polynomial,99.88546249429115
1966,2,1966 Q2,without Washington Post,neutral,3rd-order polynomial,99.56408922166266
1966,3,1966 Q3,without Washington Post,neutral,3rd-order polynomial,99.72667462823884
1966,4,1966 Q4,without Washington Post,neutral,3rd-order polynomial,99.40264630026665
1967,1,1967 Q1,without Washington Post,neutral,3rd-order polynomial,99.85389492884819
1967,2,1967 Q2,without Washington Post,neutral,3rd-order polynomial,99.86605491408531
1967,3,1967 Q3,without Washington Post,neutral,3rd-order polynomial,99.60385178523765
1967,4,1967 Q4,without Washington Post,neutral,3rd-order polynomial,99.71443323780059
1968,1,1968 Q1,without Washington Post,neutral,3rd-order polynomial,100.19737685294743
1968,2,1968 Q2,without Washington Post,neutral,3rd-order polynomial,99.6346530478553
1968,3,1968 Q3,without Washington Post,neutral,3rd-order polynomial,99.52503278042695
1968,4,1968 Q4,without Washington Post,neutral,3rd-order polynomial,99.47573741438005
1969,1,1969 Q1,without Washington Post,neutral,3rd-order polynomial,99.63473386247128
1969,2,1969 Q2,without Washington Post,neutral,3rd-order polynomial,99.7570381808405
1969,3,1969 Q3,without Washington Post,neutral,3rd-order polynomial,99.9810802385719
1969,4,1969 Q4,without Washington Post,neutral,3rd-order polynomial,99.50864870728691
1970,1,1970 Q1,without Washington Post,neutral,3rd-order polynomial,99.82044365217179
1970,2,1970 Q2,without Washington Post,neutral,3rd-order polynomial,99.59878502475526
1970,3,1970 Q3,without Washington Post,neutral,3rd-order polynomial,99.47678608694812
1970,4,1970 Q4,without Washington Post,neutral,3rd-order polynomial,99.58833110823826
1971,1,1971 Q1,without Washington Post,neutral,3rd-order polynomial,99.7724413895958
1971,2,1971 Q2,without Washington Post,neutral,3rd-order polynomial,99.63594888985912
1971,3,1971 Q3,without Washington Post,neutral,3rd-order polynomial,100.24169097719218
1971,4,1971 Q4,without Washington Post,neutral,3rd-order polynomial,99.85012537387517
1972,1,1972 Q1,without Washington Post,neutral,3rd-order polynomial,99.79037343771662
1972,2,1972 Q2,without Washington Post,neutral,3rd-order polynomial,99.64775696846101
1972,3,1972 Q3,without Washington Post,neutral,3rd-order polynomial,99.86625185254306
1972,4,1972 Q4,without Washington Post,neutral,3rd-order polynomial,99.85120649497922
1973,1,1973 Q1,without Washington Post,neutral,3rd-order polynomial,100.18211630812166
1973,2,1973 Q2,without Washington Post,neutral,3rd-order polynomial,99.95951837356122
1973,3,1973 Q3,without Washington Post,neutral,3rd-order polynomial,100.27355362012533
1973,4,1973 Q4,without Washington Post,neutral,3rd-order polynomial,99.73695306050288
1974,1,1974 Q1,without Washington Post,neutral,3rd-order polynomial,100.12661897339224
1974,2,1974 Q2,without Washington Post,neutral,3rd-order polynomial,100.02064717780111
1974,3,1974 Q3,without Washington Post,neutral,3rd-order polynomial,100.47999537243452
1974,4,1974 Q4,without Washington Post,neutral,3rd-order polynomial,100.77847121183311
1975,1,1975 Q1,without Washington Post,neutral,3rd-order polynomial,101.03874835431697
1975,2,1975 Q2,without Washington Post,neutral,3rd-order polynomial,100.49996018679074
1975,3,1975 Q3,without Washington Post,neutral,3rd-order polynomial,100.46613389669676
1975,4,1975 Q4,without Washington Post,neutral,3rd-order polynomial,100.14068087025234
1976,1,1976 Q1,without Washington Post,neutral,3rd-order polynomial,100.2269487919842
1976,2,1976 Q2,without Washington Post,neutral,3rd-order polynomial,100.19391844535937
1976,3,1976 Q3,without Washington Post,neutral,3rd-order polynomial,99.98190031975855
1976,4,1976 Q4,without Washington Post,neutral,3rd-order polynomial,100.19130240989372
1977,1,1977 Q1,without Washington Post,neutral,3rd-order polynomial,100.48369371398658
1977,2,1977 Q2,without Washington Post,neutral,3rd-order polynomial,100.19943098913703
1977,3,1977 Q3,without Washington Post,neutral,3rd-order polynomial,100.26191817071195
1977,4,1977 Q4,without Washington Post,neutral,3rd-order polynomial,100.42516750396744
1978,1,1978 Q1,without Washington Post,neutral,3rd-order polynomial,100.43378432084631
1978,2,1978 Q2,without Washington Post,neutral,3rd-order polynomial,100.6678524736948
1978,3,1978 Q3,without Washington Post,neutral,3rd-order polynomial,100.62421353979069
1978,4,1978 Q4,without Washington Post,neutral,3rd-order polynomial,100.18739411928334
1979,1,1979 Q1,without Washington Post,neutral,3rd-order polynomial,100.29363523063273
1979,2,1979 Q2,without Washington Post,neutral,3rd-order polynomial,100.46836317448232
1979,3,1979 Q3,without Washington Post,neutral,3rd-order polynomial,100.64664350234447
1979,4,1979 Q4,without Washington Post,neutral,3rd-order polynomial,100.60294606534431
1980,1,1980 Q1,without Washington Post,neutral,3rd-order polynomial,101.05544896362682
1980,2,1980 Q2,without Washington Post,neutral,3rd-order polynomial,100.85712366966334
1980,3,1980 Q3,without Washington Post,neutral,3rd-order polynomial,100.26669975784574
1980,4,1980 Q4,without Washington Post,neutral,3rd-order polynomial,100.206859684936
1981,1,1981 Q1,without Washington Post,neutral,3rd-order polynomial,100.59266146974336
1981,2,1981 Q2,without Washington Post,neutral,3rd-order polynomial,100.54172078084099
1981,3,1981 Q3,without Washington Post,neutral,3rd-order polynomial,100.58079034347362
1981,4,1981 Q4,without Washington Post,neutral,3rd-order polynomial,100.61822829787461
1982,1,1982 Q1,without Washington Post,neutral,3rd-order polynomial,100.67023395818455
1982,2,1982 Q2,without Washington Post,neutral,3rd-order polynomial,100.50753256735042
1982,3,1982 Q3,without Washington Post,neutral,3rd-order polynomial,100.91059147338484
1982,4,1982 Q4,without Washington Post,neutral,3rd-order polynomial,100.6356233766766
1983,1,1983 Q1,without Washington Post,neutral,3rd-order polynomial,100.57765764973698
1983,2,1983 Q2,without Washington Post,neutral,3rd-order polynomial,100.5541026885981
1983,3,1983 Q3,without Washington Post,neutral,3rd-order polynomial,100.34975654596883
1983,4,1983 Q4,without Washington Post,neutral,3rd-order polynomial,99.78311435459119
1984,1,1984 Q1,without Washington Post,neutral,3rd-order polynomial,100.13184820218446
1984,2,1984 Q2,without Washington Post,neutral,3rd-order polynomial,100.23039804674193
1984,3,1984 Q3,without Washington Post,neutral,3rd-order polynomial,100.52065757281736
1984,4,1984 Q4,without Washington Post,neutral,3rd-order polynomial,100.05129885897176
1985,1,1985 Q1,without Washington Post,neutral,3rd-order polynomial,100.5009696302374
1985,2,1985 Q2,without Washington Post,neutral,3rd-order polynomial,100.39620070838674
1985,3,1985 Q3,without Washington Post,neutral,3rd-order polynomial,100.45328551494715
1985,4,1985 Q4,without Washington Post,neutral,3rd-order polynomial,100.54617209479221
1986,1,1986 Q1,without Washington Post,neutral,3rd-order polynomial,100.59107054339204
1986,2,1986 Q2,without Washington Post,neutral,3rd-order polynomial,100.5487573712613
1986,3,1986 Q3,without Washington Post,neutral,3rd-order polynomial,100.70286970576377
1986,4,1986 Q4,without Washington Post,neutral,3rd-order polynomial,100.28917232610355
1987,1,1987 Q1,without Washington Post,neutral,3rd-order polynomial,100.72781210792091
1987,2,1987 Q2,without Washington Post,neutral,3rd-order polynomial,100.77903810021652
1987,3,1987 Q3,without Washington Post,neutral,3rd-order polynomial,100.43141052098916
1987,4,1987 Q4,without Washington Post,neutral,3rd-order polynomial,100.85430990059118
